HOSPITAL_ID,Total_Patients,Readmissions,Readmit_Rate_Pct,Avg_Risk_Score,Critical_Patients,High_Patients,Avg_LOS_Days,Avg_Charge_USD,Unique_Physicians,State_Code,Emergency_Admits,Critical_Pct,Est_Preventable_Savings,Hospital_Volume_Tier
HOSP-15902,16,10,62.5,0.6378,9,2,0.2,6576,1,21,16,56.2,67500,Medium (5-20)
HOSP-57583,16,1,6.2,0.0422,0,0,10.8,27354,1,45,0,0.0,0,Medium (5-20)
HOSP-66363,16,0,0.0,0.0197,0,0,4.8,7239,1,49,0,0.0,0,Medium (5-20)
HOSP-68345,16,7,43.8,0.4876,6,2,0.1,4645,1,10,16,37.5,45000,Medium (5-20)
HOSP-66991,16,5,31.2,0.3506,1,5,1.5,6886,1,36,10,6.2,7500,Medium (5-20)
HOSP-31325,16,13,81.2,0.8718,15,0,0.0,1356,1,41,16,93.8,112500,Medium (5-20)
HOSP-64674,16,7,43.8,0.2662,1,2,0.8,12892,1,35,4,6.2,7500,Medium (5-20)
HOSP-29937,16,9,56.2,0.4697,2,4,0.0,11356,2,47,16,12.5,15000,Medium (5-20)
HOSP-78442,16,11,68.8,0.7781,13,0,0.1,1053,1,10,16,81.2,97500,Medium (5-20)
HOSP-66404,16,2,12.5,0.1315,0,1,0.4,5796,2,52,12,0.0,0,Medium (5-20)
HOSP-54014,16,7,43.8,0.5045,8,1,0.1,4212,2,39,16,50.0,60000,Medium (5-20)
HOSP-52599,16,11,68.8,0.7411,11,1,0.1,1238,2,33,16,68.8,82500,Medium (5-20)
HOSP-10127,16,15,93.8,0.7874,12,0,0.0,1295,1,5,16,75.0,90000,Medium (5-20)
HOSP-06879,16,12,75.0,0.753,10,5,0.0,5020,1,11,16,62.5,75000,Medium (5-20)
HOSP-69539,16,0,0.0,0.0081,0,0,14.0,9231,1,26,0,0.0,0,Medium (5-20)
HOSP-44993,16,0,0.0,0.0049,0,0,14.0,36950,1,21,0,0.0,0,Medium (5-20)
HOSP-32325,16,12,75.0,0.7444,12,2,0.0,1185,1,12,16,75.0,90000,Medium (5-20)
HOSP-37951,16,0,0.0,0.0141,0,0,14.0,20900,1,16,0,0.0,0,Medium (5-20)
HOSP-38858,16,11,68.8,0.6523,10,1,0.2,3517,1,5,16,62.5,75000,Medium (5-20)
HOSP-39062,16,0,0.0,0.0148,0,0,10.6,22079,2,36,2,0.0,0,Medium (5-20)
HOSP-07319,16,0,0.0,0.0183,0,0,10.6,19318,1,18,0,0.0,0,Medium (5-20)
HOSP-47775,16,14,87.5,0.8084,12,2,0.0,1036,1,23,16,75.0,90000,Medium (5-20)
HOSP-96006,16,0,0.0,0.0038,0,0,13.1,26274,1,6,0,0.0,0,Medium (5-20)
HOSP-50206,16,12,75.0,0.814,13,0,0.0,1689,1,5,16,81.2,97500,Medium (5-20)
HOSP-47154,16,0,0.0,0.0278,0,0,8.0,15110,1,15,0,0.0,0,Medium (5-20)
HOSP-99023,16,0,0.0,0.0182,0,0,11.6,17154,1,20,0,0.0,0,Medium (5-20)
HOSP-01828,16,9,56.2,0.573,9,0,0.0,753,1,16,16,56.2,67500,Medium (5-20)
HOSP-92727,16,11,68.8,0.6588,10,2,0.1,748,1,24,16,62.5,75000,Medium (5-20)
HOSP-08855,16,12,75.0,0.7514,13,1,0.1,3266,1,45,16,81.2,97500,Medium (5-20)
HOSP-95405,16,0,0.0,0.0096,0,0,14.0,29290,1,22,0,0.0,0,Medium (5-20)
HOSP-46990,15,9,60.0,0.8299,12,2,0.0,3073,1,3,15,80.0,90000,Medium (5-20)
HOSP-93281,15,12,80.0,0.7257,10,3,0.1,705,1,15,15,66.7,75000,Medium (5-20)
HOSP-98326,15,0,0.0,0.004,0,0,13.0,35182,1,5,0,0.0,0,Medium (5-20)
HOSP-50082,15,0,0.0,0.0068,0,0,10.5,5908,1,30,0,0.0,0,Medium (5-20)
HOSP-60507,15,9,60.0,0.5898,6,4,0.1,3125,1,50,15,40.0,45000,Medium (5-20)
HOSP-57916,15,0,0.0,0.0036,0,0,14.0,10496,1,11,0,0.0,0,Medium (5-20)
HOSP-40550,15,11,73.3,0.7835,12,1,0.0,3824,1,3,15,80.0,90000,Medium (5-20)
HOSP-12721,15,12,80.0,0.666,5,7,0.0,2453,1,3,15,33.3,37500,Medium (5-20)
HOSP-12707,15,8,53.3,0.5785,9,0,0.0,5400,1,20,15,60.0,67500,Medium (5-20)
HOSP-01645,15,11,73.3,0.8063,12,1,0.0,1253,1,44,15,80.0,90000,Medium (5-20)
HOSP-36551,15,2,13.3,0.1614,0,2,0.1,3007,2,45,15,0.0,0,Medium (5-20)
HOSP-09667,15,0,0.0,0.01,0,0,10.1,25648,1,5,0,0.0,0,Medium (5-20)
HOSP-37163,15,9,60.0,0.7316,11,1,0.0,646,1,36,15,73.3,82500,Medium (5-20)
HOSP-72286,15,1,6.7,0.1045,0,0,1.0,1413,1,49,15,0.0,0,Medium (5-20)
HOSP-71854,15,0,0.0,0.007,0,0,9.9,22375,1,22,0,0.0,0,Medium (5-20)
HOSP-94614,15,12,80.0,0.8199,12,2,0.0,3212,1,5,15,80.0,90000,Medium (5-20)
HOSP-51313,15,2,13.3,0.0219,0,0,7.6,18735,1,23,0,0.0,0,Medium (5-20)
HOSP-05507,15,5,33.3,0.3431,2,4,0.2,1955,1,36,15,13.3,15000,Medium (5-20)
HOSP-35811,15,0,0.0,0.0121,0,0,10.5,8458,1,10,0,0.0,0,Medium (5-20)
HOSP-33289,15,0,0.0,0.0209,0,0,12.3,21626,1,36,0,0.0,0,Medium (5-20)
HOSP-56095,15,0,0.0,0.0089,0,0,9.4,6770,1,5,0,0.0,0,Medium (5-20)
HOSP-13601,15,0,0.0,0.0055,0,0,13.0,31355,1,45,0,0.0,0,Medium (5-20)
HOSP-36924,15,10,66.7,0.746,9,4,0.0,2219,1,34,15,60.0,67500,Medium (5-20)
HOSP-23691,15,12,80.0,0.8227,12,1,0.0,1047,1,39,15,80.0,90000,Medium (5-20)
HOSP-48315,15,0,0.0,0.0043,0,0,13.0,25650,1,19,0,0.0,0,Medium (5-20)
HOSP-48223,15,13,86.7,0.8422,13,1,0.0,1265,1,24,15,86.7,97500,Medium (5-20)
HOSP-94855,15,10,66.7,0.7115,10,2,0.2,4162,1,45,15,66.7,75000,Medium (5-20)
HOSP-26029,15,0,0.0,0.0047,0,0,13.0,25551,1,4,0,0.0,0,Medium (5-20)
HOSP-90541,15,8,53.3,0.6768,9,2,0.0,4841,1,10,15,60.0,67500,Medium (5-20)
HOSP-24928,15,12,80.0,0.8433,14,1,0.0,3764,1,5,15,93.3,105000,Medium (5-20)
HOSP-93307,15,13,86.7,0.8068,12,2,0.0,866,1,49,15,80.0,90000,Medium (5-20)
HOSP-57843,15,13,86.7,0.8421,13,1,0.0,1068,1,36,15,86.7,97500,Medium (5-20)
HOSP-03049,15,1,6.7,0.0259,0,0,8.0,4485,1,36,0,0.0,0,Medium (5-20)
HOSP-88505,15,0,0.0,0.0149,0,0,9.1,21745,2,45,0,0.0,0,Medium (5-20)
HOSP-60089,15,13,86.7,0.902,15,0,0.0,903,1,49,15,100.0,112500,Medium (5-20)
HOSP-25909,15,13,86.7,0.8419,12,3,0.0,930,1,7,15,80.0,90000,Medium (5-20)
HOSP-43050,15,12,80.0,0.8555,13,1,0.0,4737,1,10,15,86.7,97500,Medium (5-20)
HOSP-58189,15,13,86.7,0.8257,12,2,0.0,1680,1,42,15,80.0,90000,Medium (5-20)
HOSP-30447,15,9,60.0,0.554,8,0,0.0,2019,1,39,15,53.3,60000,Medium (5-20)
HOSP-11626,15,9,60.0,0.6952,10,2,0.0,2346,1,34,15,66.7,75000,Medium (5-20)
HOSP-54325,15,0,0.0,0.0023,0,0,14.0,12533,1,5,0,0.0,0,Medium (5-20)
HOSP-28895,15,9,60.0,0.6061,9,0,0.0,946,1,7,15,60.0,67500,Medium (5-20)
HOSP-29159,15,0,0.0,0.0034,0,0,13.0,29071,1,45,0,0.0,0,Medium (5-20)
HOSP-83894,15,13,86.7,0.786,11,2,0.0,1035,1,52,15,73.3,82500,Medium (5-20)
HOSP-29049,15,0,0.0,0.0053,0,0,10.5,26240,1,5,0,0.0,0,Medium (5-20)
HOSP-78677,15,0,0.0,0.0038,0,0,13.0,26457,1,36,0,0.0,0,Medium (5-20)
HOSP-40207,15,1,6.7,0.1783,0,1,0.8,12215,1,9,15,0.0,0,Medium (5-20)
HOSP-32218,15,12,80.0,0.8505,12,3,0.0,2149,1,10,15,80.0,90000,Medium (5-20)
HOSP-71288,15,11,73.3,0.7404,11,2,0.0,5716,1,14,15,73.3,82500,Medium (5-20)
HOSP-66771,15,12,80.0,0.7953,12,1,0.1,1272,1,5,15,80.0,90000,Medium (5-20)
HOSP-32336,15,0,0.0,0.0048,0,0,13.0,13223,1,10,0,0.0,0,Medium (5-20)
HOSP-74029,15,0,0.0,0.0031,0,0,13.0,9351,1,34,0,0.0,0,Medium (5-20)
HOSP-75629,15,6,40.0,0.255,1,2,2.9,31119,1,28,4,6.7,7500,Medium (5-20)
HOSP-10719,14,11,78.6,0.7297,11,1,0.0,1922,1,5,14,78.6,82500,Medium (5-20)
HOSP-18893,14,0,0.0,0.0058,0,0,12.0,28556,1,49,0,0.0,0,Medium (5-20)
HOSP-36980,14,11,78.6,0.871,13,1,0.0,2189,1,19,14,92.9,97500,Medium (5-20)
HOSP-06699,14,12,85.7,0.8344,11,1,0.0,1234,1,50,14,78.6,82500,Medium (5-20)
HOSP-43773,14,12,85.7,0.7957,11,1,0.0,1732,1,45,14,78.6,82500,Medium (5-20)
HOSP-32962,14,0,0.0,0.0014,0,0,13.0,9139,1,49,0,0.0,0,Medium (5-20)
HOSP-33655,14,0,0.0,0.0085,0,0,10.3,31269,1,3,0,0.0,0,Medium (5-20)
HOSP-34466,14,1,7.1,0.0181,0,0,12.0,23470,1,32,0,0.0,0,Medium (5-20)
HOSP-72327,14,13,92.9,0.9023,13,1,0.0,1618,1,21,14,92.9,97500,Medium (5-20)
HOSP-35722,14,8,57.1,0.6773,9,1,0.0,645,1,34,14,64.3,67500,Medium (5-20)
HOSP-14299,14,11,78.6,0.8721,13,1,0.0,1692,1,23,14,92.9,97500,Medium (5-20)
HOSP-72572,14,11,78.6,0.8117,11,2,0.0,3588,1,45,14,78.6,82500,Medium (5-20)
HOSP-01518,14,0,0.0,0.0106,0,0,13.0,25384,1,23,0,0.0,0,Medium (5-20)
HOSP-70505,14,12,85.7,0.8274,12,0,0.0,1489,1,11,14,85.7,90000,Medium (5-20)
HOSP-48568,14,0,0.0,0.0079,0,0,9.7,14378,1,33,0,0.0,0,Medium (5-20)
HOSP-22435,14,11,78.6,0.8185,12,1,0.0,1199,1,33,14,85.7,90000,Medium (5-20)
HOSP-11242,14,5,35.7,0.4323,5,1,0.1,1155,1,49,14,35.7,37500,Medium (5-20)
HOSP-22743,14,12,85.7,0.8551,12,1,0.0,1593,1,14,14,85.7,90000,Medium (5-20)
HOSP-05047,14,9,64.3,0.6865,9,0,0.0,1343,1,10,14,64.3,67500,Medium (5-20)
HOSP-76932,14,0,0.0,0.0096,0,0,9.1,20036,1,26,0,0.0,0,Medium (5-20)
HOSP-15421,14,10,71.4,0.6922,10,0,0.1,1253,1,23,14,71.4,75000,Medium (5-20)
HOSP-05223,14,8,57.1,0.5495,8,1,0.1,2695,1,19,14,57.1,60000,Medium (5-20)
HOSP-70960,14,11,78.6,0.8195,12,1,0.0,1040,1,42,14,85.7,90000,Medium (5-20)
HOSP-32602,14,10,71.4,0.7935,11,2,0.0,2092,1,35,14,78.6,82500,Medium (5-20)
HOSP-32737,14,0,0.0,0.0218,0,0,8.9,33647,1,11,0,0.0,0,Medium (5-20)
HOSP-36878,14,1,7.1,0.0608,0,1,5.6,2135,2,34,2,0.0,0,Medium (5-20)
HOSP-62841,14,10,71.4,0.7317,10,2,0.0,871,2,52,14,71.4,75000,Medium (5-20)
HOSP-04209,14,12,85.7,0.8729,12,2,0.0,1263,1,32,14,85.7,90000,Medium (5-20)
HOSP-56247,14,0,0.0,0.0154,0,0,12.0,31473,1,7,0,0.0,0,Medium (5-20)
HOSP-69901,14,0,0.0,0.0022,0,0,13.0,8071,1,26,0,0.0,0,Medium (5-20)
HOSP-69849,14,11,78.6,0.7683,9,3,0.0,1034,1,39,14,64.3,67500,Medium (5-20)
HOSP-54642,14,0,0.0,0.0051,0,0,13.0,30452,1,14,0,0.0,0,Medium (5-20)
HOSP-54152,14,0,0.0,0.0153,0,0,12.0,35333,1,5,0,0.0,0,Medium (5-20)
HOSP-31829,14,1,7.1,0.0255,0,0,5.1,4477,1,38,0,0.0,0,Medium (5-20)
HOSP-82882,14,0,0.0,0.0032,0,0,12.0,8694,1,39,0,0.0,0,Medium (5-20)
HOSP-83052,14,9,64.3,0.6495,9,2,0.0,7725,1,50,14,64.3,67500,Medium (5-20)
HOSP-80936,14,8,57.1,0.2942,0,5,0.0,1779,1,14,14,0.0,0,Medium (5-20)
HOSP-04450,14,13,92.9,0.8544,11,3,0.0,1125,1,6,14,78.6,82500,Medium (5-20)
HOSP-29879,14,11,78.6,0.8573,13,1,0.0,3439,1,14,14,92.9,97500,Medium (5-20)
HOSP-29434,14,0,0.0,0.0314,0,0,12.0,25490,1,7,0,0.0,0,Medium (5-20)
HOSP-67269,14,0,0.0,0.0033,0,0,13.0,9938,1,8,0,0.0,0,Medium (5-20)
HOSP-65760,14,0,0.0,0.0171,0,0,12.0,31790,1,9,0,0.0,0,Medium (5-20)
HOSP-03649,14,12,85.7,0.8219,11,1,0.0,1564,1,5,14,78.6,82500,Medium (5-20)
HOSP-27921,14,12,85.7,0.8294,11,2,0.0,1670,1,37,14,78.6,82500,Medium (5-20)
HOSP-61682,14,0,0.0,0.0057,0,0,12.0,31775,1,5,0,0.0,0,Medium (5-20)
HOSP-28776,14,12,85.7,0.8586,12,2,0.0,1188,1,14,14,85.7,90000,Medium (5-20)
HOSP-90036,14,0,0.0,0.0068,0,0,12.0,11692,1,5,0,0.0,0,Medium (5-20)
HOSP-02577,14,10,71.4,0.7663,11,1,0.0,5538,1,43,14,78.6,82500,Medium (5-20)
HOSP-86322,14,2,14.3,0.1512,0,2,4.5,3447,1,33,9,0.0,0,Medium (5-20)
HOSP-87865,14,0,0.0,0.055,0,0,0.9,1057,1,46,14,0.0,0,Medium (5-20)
HOSP-91828,14,10,71.4,0.8681,13,0,0.0,1102,2,39,14,92.9,97500,Medium (5-20)
HOSP-17290,14,10,71.4,0.7432,11,1,0.0,1026,1,28,14,78.6,82500,Medium (5-20)
HOSP-42865,14,0,0.0,0.1084,0,0,0.1,3029,1,52,14,0.0,0,Medium (5-20)
HOSP-25689,14,1,7.1,0.0964,0,0,0.9,561,1,15,14,0.0,0,Medium (5-20)
HOSP-24866,14,0,0.0,0.0152,0,0,7.8,22500,1,5,0,0.0,0,Medium (5-20)
HOSP-17654,14,0,0.0,0.0087,0,0,8.7,6409,1,50,0,0.0,0,Medium (5-20)
HOSP-23967,14,0,0.0,0.009,0,0,7.9,22053,1,45,0,0.0,0,Medium (5-20)
HOSP-93521,14,0,0.0,0.0223,0,0,5.1,6209,1,10,0,0.0,0,Medium (5-20)
HOSP-12804,14,0,0.0,0.0273,0,0,12.0,20720,1,16,0,0.0,0,Medium (5-20)
HOSP-42784,14,5,35.7,0.4111,5,0,0.0,1796,1,34,14,35.7,37500,Medium (5-20)
HOSP-92600,14,0,0.0,0.0072,0,0,12.0,18701,1,16,0,0.0,0,Medium (5-20)
HOSP-01713,14,12,85.7,0.8322,11,3,0.0,1006,1,36,14,78.6,82500,Medium (5-20)
HOSP-47118,14,0,0.0,0.0142,0,0,12.0,30620,1,3,0,0.0,0,Medium (5-20)
HOSP-50233,14,0,0.0,0.0121,0,0,12.0,33477,1,5,0,0.0,0,Medium (5-20)
HOSP-96446,14,2,14.3,0.1436,2,0,7.9,11065,1,21,3,14.3,15000,Medium (5-20)
HOSP-00069,14,13,92.9,0.8492,12,1,0.0,1077,1,34,14,85.7,90000,Medium (5-20)
HOSP-00458,13,0,0.0,0.0211,0,0,2.4,3855,1,33,0,0.0,0,Medium (5-20)
HOSP-31013,13,10,76.9,0.7721,7,4,0.0,7067,1,39,13,53.8,52500,Medium (5-20)
HOSP-97435,13,8,61.5,0.546,6,1,0.1,2020,1,49,13,46.2,45000,Medium (5-20)
HOSP-44052,13,11,84.6,0.8637,12,1,0.0,933,1,45,13,92.3,90000,Medium (5-20)
HOSP-43993,13,0,0.0,0.0158,0,0,9.0,12858,1,33,0,0.0,0,Medium (5-20)
HOSP-71679,13,0,0.0,0.0518,0,0,7.6,7048,2,18,2,0.0,0,Medium (5-20)
HOSP-96508,13,3,23.1,0.2997,4,0,4.3,7063,2,10,4,30.8,30000,Medium (5-20)
HOSP-97231,13,7,53.8,0.4704,4,3,1.0,8081,1,5,10,30.8,30000,Medium (5-20)
HOSP-43492,13,3,23.1,0.3665,4,0,0.0,5739,1,33,13,30.8,30000,Medium (5-20)
HOSP-43919,13,6,46.2,0.4774,5,1,0.2,1820,2,3,13,38.5,37500,Medium (5-20)
HOSP-18999,13,9,69.2,0.6095,7,1,0.2,1312,1,44,13,53.8,52500,Medium (5-20)
HOSP-46592,13,8,61.5,0.7551,9,2,0.0,3398,1,31,13,69.2,67500,Medium (5-20)
HOSP-78435,13,10,76.9,0.6582,6,3,0.0,2837,1,25,13,46.2,45000,Medium (5-20)
HOSP-67391,13,0,0.0,0.0044,0,0,11.0,21630,1,22,0,0.0,0,Medium (5-20)
HOSP-96456,13,4,30.8,0.4796,6,1,0.2,2458,1,19,13,46.2,45000,Medium (5-20)
HOSP-00829,13,0,0.0,0.0132,0,0,9.1,25555,1,10,0,0.0,0,Medium (5-20)
HOSP-68388,13,0,0.0,0.0039,0,0,11.0,9653,1,45,0,0.0,0,Medium (5-20)
HOSP-72944,13,7,53.8,0.5909,7,1,0.0,2209,1,52,13,53.8,52500,Medium (5-20)
HOSP-70149,13,10,76.9,0.8799,12,0,0.0,2947,1,31,13,92.3,90000,Medium (5-20)
HOSP-71081,13,7,53.8,0.7691,11,0,0.1,1978,1,50,13,84.6,82500,Medium (5-20)
HOSP-72396,13,0,0.0,0.1046,1,0,4.8,1562,1,26,8,7.7,7500,Medium (5-20)
HOSP-05702,13,11,84.6,0.8654,12,1,0.0,1339,1,14,13,92.3,90000,Medium (5-20)
HOSP-45775,13,0,0.0,0.0302,0,0,5.4,7182,1,25,0,0.0,0,Medium (5-20)
HOSP-46786,13,6,46.2,0.4596,5,1,0.9,10882,1,10,10,38.5,37500,Medium (5-20)
HOSP-28964,13,7,53.8,0.673,9,0,0.1,2618,1,7,13,69.2,67500,Medium (5-20)
HOSP-76221,13,0,0.0,0.0049,0,0,9.5,9254,1,5,0,0.0,0,Medium (5-20)
HOSP-03320,13,0,0.0,0.0832,0,0,0.0,5985,1,24,13,0.0,0,Medium (5-20)
HOSP-91798,13,11,84.6,0.8533,11,1,0.0,1679,1,10,13,84.6,82500,Medium (5-20)
HOSP-90762,13,10,76.9,0.8105,9,3,0.0,3301,1,42,13,69.2,67500,Medium (5-20)
HOSP-57219,13,11,84.6,0.8425,11,2,0.0,1079,1,24,13,84.6,82500,Medium (5-20)
HOSP-51543,13,0,0.0,0.0068,0,0,11.0,7491,1,26,0,0.0,0,Medium (5-20)
HOSP-89762,13,9,69.2,0.835,11,1,0.0,976,1,36,13,84.6,82500,Medium (5-20)
HOSP-89895,13,0,0.0,0.0048,0,0,10.0,21613,1,50,0,0.0,0,Medium (5-20)
HOSP-25169,13,0,0.0,0.015,0,0,7.8,20085,1,34,0,0.0,0,Medium (5-20)
HOSP-12903,13,7,53.8,0.5269,6,1,0.2,3661,1,19,13,46.2,45000,Medium (5-20)
HOSP-53509,13,6,46.2,0.6705,9,0,0.2,1044,1,45,13,69.2,67500,Medium (5-20)
HOSP-88218,13,11,84.6,0.7951,8,4,0.0,3619,1,1,13,61.5,60000,Medium (5-20)
HOSP-03637,13,6,46.2,0.4664,5,1,0.0,12322,1,10,13,38.5,37500,Medium (5-20)
HOSP-21247,13,0,0.0,0.0091,0,0,11.0,8425,1,14,0,0.0,0,Medium (5-20)
HOSP-14639,13,12,92.3,0.8427,10,3,0.0,1205,1,31,13,76.9,75000,Medium (5-20)
HOSP-81501,13,0,0.0,0.0091,0,0,11.0,24991,1,45,0,0.0,0,Medium (5-20)
HOSP-81520,13,7,53.8,0.6709,8,2,0.0,3273,1,34,13,61.5,60000,Medium (5-20)
HOSP-35013,13,10,76.9,0.7844,11,1,0.0,991,1,25,13,84.6,82500,Medium (5-20)
HOSP-25892,13,11,84.6,0.7697,9,2,0.0,1141,1,14,13,69.2,67500,Medium (5-20)
HOSP-93406,13,0,0.0,0.0059,0,0,9.3,23290,1,1,0,0.0,0,Medium (5-20)
HOSP-97880,13,10,76.9,0.7669,10,1,0.0,1063,1,5,13,76.9,75000,Medium (5-20)
HOSP-43004,13,10,76.9,0.8343,12,0,0.0,1308,1,31,13,92.3,90000,Medium (5-20)
HOSP-98538,13,9,69.2,0.8571,11,2,0.0,2049,1,1,13,84.6,82500,Medium (5-20)
HOSP-97986,13,10,76.9,0.7289,9,1,0.0,1007,1,36,13,69.2,67500,Medium (5-20)
HOSP-42336,13,0,0.0,0.0057,0,0,12.0,8094,1,34,0,0.0,0,Medium (5-20)
HOSP-98858,13,0,0.0,0.0041,0,0,11.0,22024,1,39,0,0.0,0,Medium (5-20)
HOSP-43355,13,3,23.1,0.2628,0,3,0.0,4165,1,49,13,0.0,0,Medium (5-20)
HOSP-43425,13,0,0.0,0.0136,0,0,12.0,8416,1,23,0,0.0,0,Medium (5-20)
HOSP-17535,13,13,100.0,0.856,11,2,0.0,1050,1,26,13,84.6,82500,Medium (5-20)
HOSP-10393,13,11,84.6,0.7706,10,0,0.1,1433,1,10,13,76.9,75000,Medium (5-20)
HOSP-83730,13,8,61.5,0.6505,8,1,0.1,6427,1,14,13,61.5,60000,Medium (5-20)
HOSP-83929,13,9,69.2,0.7016,9,1,0.0,4380,1,34,13,69.2,67500,Medium (5-20)
HOSP-35840,13,0,0.0,0.0065,0,0,11.0,25116,1,42,0,0.0,0,Medium (5-20)
HOSP-33782,13,9,69.2,0.7894,11,2,0.0,1823,1,45,13,84.6,82500,Medium (5-20)
HOSP-93459,13,4,30.8,0.2933,0,4,1.5,5375,1,5,11,0.0,0,Medium (5-20)
HOSP-27491,13,0,0.0,0.009,0,0,8.1,31062,1,33,0,0.0,0,Medium (5-20)
HOSP-34518,13,10,76.9,0.7939,11,1,0.0,2013,1,15,13,84.6,82500,Medium (5-20)
HOSP-47729,13,8,61.5,0.6989,8,3,0.1,2182,1,18,13,61.5,60000,Medium (5-20)
HOSP-34156,13,1,7.7,0.0229,0,0,12.0,11669,1,33,0,0.0,0,Medium (5-20)
HOSP-61579,13,8,61.5,0.6525,7,2,0.0,805,1,39,13,53.8,52500,Medium (5-20)
HOSP-63435,13,0,0.0,0.0099,0,0,7.8,22326,1,31,0,0.0,0,Medium (5-20)
HOSP-47108,13,12,92.3,0.897,13,0,0.0,1232,1,11,13,100.0,97500,Medium (5-20)
HOSP-66192,12,0,0.0,0.0097,0,0,8.9,30901,1,45,0,0.0,0,Medium (5-20)
HOSP-46301,12,10,83.3,0.8857,11,1,0.0,1567,1,5,12,91.7,82500,Medium (5-20)
HOSP-94421,12,0,0.0,0.0082,0,0,8.3,19816,1,39,0,0.0,0,Medium (5-20)
HOSP-45910,12,0,0.0,0.0219,0,0,9.0,22263,1,50,0,0.0,0,Medium (5-20)
HOSP-20157,12,7,58.3,0.7401,8,1,0.0,3149,1,5,12,66.7,60000,Medium (5-20)
HOSP-20585,12,1,8.3,0.0083,0,0,7.3,87157,1,39,0,0.0,0,Medium (5-20)
HOSP-73837,12,0,0.0,0.0799,0,0,1.0,1046,1,45,12,0.0,0,Medium (5-20)
HOSP-19607,12,0,0.0,0.0068,0,0,10.0,24124,1,23,0,0.0,0,Medium (5-20)
HOSP-73100,12,0,0.0,0.013,0,0,10.0,22812,1,19,0,0.0,0,Medium (5-20)
HOSP-73138,12,10,83.3,0.7192,10,1,0.0,1132,1,43,12,83.3,75000,Medium (5-20)
HOSP-19054,12,9,75.0,0.8084,9,3,0.0,7830,1,5,12,75.0,67500,Medium (5-20)
HOSP-99344,12,0,0.0,0.0068,0,0,10.0,20879,1,39,0,0.0,0,Medium (5-20)
HOSP-15796,12,10,83.3,0.8095,9,1,0.0,708,1,37,12,75.0,67500,Medium (5-20)
HOSP-43451,12,9,75.0,0.6801,6,1,0.0,4396,2,51,12,50.0,45000,Medium (5-20)
HOSP-17888,12,3,25.0,0.4028,4,1,0.0,1158,1,14,12,33.3,30000,Medium (5-20)
HOSP-32875,12,0,0.0,0.003,0,0,10.0,17141,1,52,0,0.0,0,Medium (5-20)
HOSP-16027,12,1,8.3,0.1245,0,1,3.8,1719,1,6,7,0.0,0,Medium (5-20)
HOSP-76118,12,8,66.7,0.7388,9,0,0.1,900,1,38,12,75.0,67500,Medium (5-20)
HOSP-69997,12,5,41.7,0.4836,5,2,1.8,2542,1,5,9,41.7,37500,Medium (5-20)
HOSP-36608,12,0,0.0,0.0072,0,0,10.0,24806,1,13,0,0.0,0,Medium (5-20)
HOSP-41645,12,4,33.3,0.36,0,3,0.0,5440,2,5,12,0.0,0,Medium (5-20)
HOSP-99913,12,10,83.3,0.7536,7,3,0.0,3252,1,25,12,58.3,52500,Medium (5-20)
HOSP-41806,12,4,33.3,0.3459,2,2,1.3,6715,1,10,10,16.7,15000,Medium (5-20)
HOSP-54666,12,9,75.0,0.7557,9,2,0.0,4981,1,23,12,75.0,67500,Medium (5-20)
HOSP-86044,12,9,75.0,0.6541,5,4,0.0,6442,1,45,12,41.7,37500,Medium (5-20)
HOSP-09251,12,7,58.3,0.684,9,0,0.2,1276,1,17,9,75.0,67500,Medium (5-20)
HOSP-36476,12,4,33.3,0.3737,1,3,0.1,5076,1,34,12,8.3,7500,Medium (5-20)
HOSP-22690,12,2,16.7,0.306,2,0,0.5,7807,1,18,12,16.7,15000,Medium (5-20)
HOSP-57508,12,0,0.0,0.0166,0,0,8.3,23796,1,5,0,0.0,0,Medium (5-20)
HOSP-35973,12,0,0.0,0.0076,0,0,10.0,22256,1,1,0,0.0,0,Medium (5-20)
HOSP-58066,12,6,50.0,0.5548,6,1,0.0,2351,1,33,12,50.0,45000,Medium (5-20)
HOSP-89463,12,0,0.0,0.0084,0,0,11.0,9661,1,21,0,0.0,0,Medium (5-20)
HOSP-18654,12,1,8.3,0.0603,0,0,2.3,7563,1,10,0,0.0,0,Medium (5-20)
HOSP-17547,12,8,66.7,0.6918,9,1,0.5,9608,1,5,10,75.0,67500,Medium (5-20)
HOSP-51412,12,8,66.7,0.5538,5,3,0.0,947,2,26,12,41.7,37500,Medium (5-20)
HOSP-25492,12,8,66.7,0.8632,11,1,0.0,728,1,39,12,91.7,82500,Medium (5-20)
HOSP-10200,12,7,58.3,0.597,6,2,0.0,1360,1,23,12,50.0,45000,Medium (5-20)
HOSP-22087,12,7,58.3,0.6649,8,1,0.0,1744,1,22,12,66.7,60000,Medium (5-20)
HOSP-34832,12,10,83.3,0.8838,11,1,0.0,9190,1,3,12,91.7,82500,Medium (5-20)
HOSP-08473,12,1,8.3,0.1294,0,0,1.0,1051,1,39,12,0.0,0,Medium (5-20)
HOSP-50376,12,10,83.3,0.9223,12,0,0.0,1448,1,15,12,100.0,90000,Medium (5-20)
HOSP-82470,12,7,58.3,0.7957,10,1,0.0,6423,1,10,12,83.3,75000,Medium (5-20)
HOSP-60633,12,8,66.7,0.783,11,0,0.0,6593,1,10,12,91.7,82500,Medium (5-20)
